Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,646047,-13,1,194.792,31.0667,84.4582,-172.758,-1.40715,1.21832,13,-1,91.2571,-57.0709,-46.3485,-54.0608,-0.681358,-2.4595,-13,1,80.3785,35.6233,-26.1841,-67.1272,-1.20489,-0.633851,13,-1,8.02293,-4.31811,5.11709,4.41878,0.619552,2.27172
194533,41887,13,-1,98.4897,-27.9688,15.6313,-93.1323,-1.78852,2.63196,-13,1,117.454,27.858,-11.0962,-113.561,-2.04173,-0.379053,-13,1,30.9731,-12.8249,-1.57034,-28.1492,-1.52078,-3.01975,13,-1,58.1176,12.5629,-1.76778,-56.7159,-2.20293,-0.139796
194533,1334556,-13,1,235.236,107.748,-114.489,-174.981,-0.959054,-0.815721,13,-1,143.502,-6.13979,113.673,87.3698,0.707077,1.62476,-13,1,95.0869,-92.675,18.9226,9.73551,0.102746,2.94018,13,-1,69.9065,-16.7024,-46.9273,-49.0486,-0.870508,-1.91274
194533,1204985,-13,1,63.8936,-62.6418,-4.22706,-11.854,-0.187701,-3.07421,13,-1,155.682,55.9074,-11.7011,-144.825,-1.66034,-0.206315,13,-1,38.6917,24.6026,29.4224,-5.10554,-0.132729,0.874378,-13,1,30.2843,-23.648,-14.7465,-11.8507,-0.413355,-2.58401
206859,504819,13,-1,52.7236,-19.8869,-32.9893,-35.9998,-0.834347,-2.11329,-13,1,36.0096,17.53,24.873,-19.2539,-0.596691,0.956869,13,-1,14.1476,12.9484,1.7752,-5.41579,-0.403356,0.136249,-13,1,9.54282,9.14127,2.71212,-0.368763,-0.0386646,0.288418
200519,268980,-13,1,47.8731,-11.9907,-41.3094,-21.0139,-0.47093,-1.8533,13,-1,34.6247,-31.3772,12.0502,8.31392,0.244898,2.77492,13,-1,87.2855,-4.90638,23.7229,83.8564,1.95511,1.77474,-13,1,11.0875,6.36018,-5.34429,7.34215,0.796781,-0.69882
194533,27001,-13,1,38.9911,33.9725,-11.2607,15.4715,0.41984,-0.320069,13,-1,32.5139,-18.5331,11.358,-24.1797,-0.958661,2.59178,13,-1,9.55492,-8.89893,3.20421,1.35184,0.142445,2.79598,-13,1,13.3354,3.3944,2.92937,-12.5587,-1.75356,0.711994
194533,306324,13,-1,52.9797,-24.4718,32.6791,-33.7647,-0.753638,2.21356,-13,1,27.3753,10.5136,-16.0436,-19.531,-0.894197,-0.990694,-13,1,45.6121,7.04633,-16.7635,-41.8305,-1.57043,-1.17288,13,-1,13.7963,9.13718,-3.92842,-9.5607,-0.853723,-0.406045
194533,543643,13,-1,173.879,-2.8148,-36.9184,169.891,2.22836,-1.64689,-13,1,46.3383,0.557917,29.8561,35.4335,1.00737,1.55211,13,-1,12.6877,3.85351,5.70538,10.6567,1.22102,0.976761,-13,1,18.0886,-1.83511,6.53221,16.7675,1.63649,1.84467
206859,492360,-13,1,56.853,-0.437309,28.975,48.9133,1.29468,1.58589,13,-1,17.5267,11.6964,-10.1761,-8.174,-0.505439,-0.716,-13,1,18.724,4.08167,-6.84874,16.9415,1.49814,-1.03334,13,-1,31.5482,-7.33349,0.499474,30.6797,2.13603,3.07359
