Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,1397777,-11,1,31.3247,24.1735,12.5654,15.4593,0.540702,0.479362,11,-1,22.7381,-5.35429,-21.737,3.98169,0.176935,-1.81231,11,-1,29.703,-17.5502,8.11873,22.5465,0.994008,2.70831,-11,1,8.60416,-0.687972,-7.49413,-4.17088,-0.529177,-1.66234
194533,794893,11,-1,31.4395,-25.4423,-16.2202,8.8339,0.288747,-2.57403,11,-1,26.8121,0.27999,20.2765,17.5406,0.782616,1.55699,-11,1,69.084,12.9214,-2.96311,67.8001,2.33462,-0.22542,-11,1,7.33206,6.18975,3.48037,1.82566,0.254344,0.512222
200519,235157,11,-1,169.818,76.9891,-85.3443,125.008,0.941983,-0.836822,11,-1,94.2984,-38.6232,44.3432,73.7165,1.04982,2.28736,-11,1,48.396,-12.3268,22.4148,41.0828,1.25216,2.07359,-11,1,32.0478,-3.89337,23.3991,21.5496,0.81515,1.73568
200519,246003,-11,1,71.7381,23.1804,-50.8208,45.0141,0.737245,-1.14286,11,-1,37.4939,13.0872,-23.9632,25.6959,0.839108,-1.07092,-11,1,49.5269,-9.22079,24.0575,42.298,1.27091,1.93681,11,-1,39.1742,-10.9323,18.578,32.7102,1.20441,2.10268
194533,429488,11,-1,124.575,-55.8697,34.9101,-105.73,-1.25158,2.5831,-11,1,112.83,58.4209,18.5828,-94.722,-1.21952,0.307965,11,-1,76.6231,-8.32982,-36.4217,-66.8967,-1.34581,-1.79563,-11,1,88.276,30.4514,-7.36648,-82.5294,-1.69596,-0.237349
194533,117542,11,-1,45.65,-4.5559,-45.3991,-1.44318,-0.0316245,-1.67081,-11,1,19.3766,2.78588,17.931,-6.79511,-0.366226,1.41666,-11,1,16.5641,4.85559,15.8284,0.505205,0.0305094,1.27315,11,-1,13.896,0.398142,13.7497,-1.97179,-0.14286,1.54185
206859,991061,-11,1,37.2618,-1.97714,34.767,13.2584,0.372091,1.6276,11,-1,35.5147,-6.30356,-29.0874,19.3774,0.612117,-1.78421,11,-1,10.7728,-4.08948,-9.62306,-2.59338,-0.245554,-1.97264,-11,1,21.1717,6.50964,-0.868714,20.1274,1.83873,-0.132667
200519,877215,11,-1,813.624,95.909,123.058,-798.525,-2.33535,0.908754,11,-1,69.656,-28.9805,-63.3343,0.926384,0.0133002,-1.99994,-11,1,19.0711,-11.656,-14.3245,4.75942,0.254946,-2.25384,-11,1,48.5239,-15.9005,2.27574,-45.7883,-1.77012,2.99943
206859,260043,11,-1,203.683,-179.754,95.6997,4.08613,0.0200639,2.65237,-11,1,50.8136,27.1486,32.6163,27.9492,0.61843,0.87663,-11,1,17.917,-5.01202,-17.0794,-2.04779,-0.114795,-1.85624,11,-1,16.8925,5.4283,-15.9651,1.00296,0.0594427,-1.24305
206859,139159,11,-1,20.0612,17.1638,9.84844,3.29605,0.165802,0.520925,11,-1,65.1736,-16.7769,-3.58846,-62.875,-2.01004,-2.93088,-11,1,8.31065,2.6838,4.40244,6.51788,1.05639,1.02334,-11,1,6.5643,-0.335303,4.23292,5.006,1.00242,1.64984
