Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,40603,11,-1,66.6655,-42.5124,28.0466,-43.016,-0.767119,2.55841,-11,1,38.8403,30.2816,0.485808,-24.3178,-0.734973,0.0160416,-11,1,10.272,7.28981,-1.51237,-7.07706,-0.845988,-0.204562,11,-1,5.45126,4.45962,2.39809,-2.01921,-0.388901,0.493378
1,75765,11,-1,54.8879,-26.6475,-23.4286,-41.8771,-1.00325,-2.42039,-11,1,23.6601,4.6877,-9.26367,21.2605,1.4648,-1.10234,-11,1,10.8704,1.73796,-9.64616,4.70061,0.462876,-1.39254,-11,1,9.52402,5.73234,-1.16894,7.51538,1.06903,-0.201162
1,103269,11,-1,133.273,86.1811,-52.7043,86.9298,0.779237,-0.548872,-11,1,135.417,-76.6832,-21.3676,-109.548,-1.12404,-2.86984,11,-1,31.1426,11.5986,24.3861,-15.5131,-0.546815,1.12684,-11,1,24.4493,14.5338,8.89424,-17.5337,-0.901738,0.549173
1,35699,11,-1,79.1623,22.1054,-10.6268,75.2668,1.83996,-0.448116,-11,1,17.716,-7.57731,12.8336,-9.57807,-0.605068,2.10415,-11,1,14.9115,-14.0143,4.29832,2.73426,0.185464,2.84399,11,-1,2.90547,-1.87687,-1.77606,1.32842,0.493783,-2.38378
1,168127,-11,1,70.9496,28.8126,26.0891,59.3553,1.20968,0.735832,-11,1,56.0068,-18.3577,-23.1527,47.5784,1.2544,-2.24119,11,-1,17.8445,-11.3672,1.51818,13.6714,1.01092,3.00882,11,-1,9.78901,-5.02156,-3.70417,7.5424,1.02155,-2.50604
1,172907,-11,1,64.1857,-16.3831,-12.3331,60.8218,1.80764,-2.4963,11,-1,19.6904,6.08545,6.501,-17.5618,-1.43112,0.818402,-11,1,13.0983,3.23367,-7.16939,10.4742,1.09767,-1.14708,11,-1,9.42487,-3.28311,6.33523,6.15745,0.781069,2.04892
1,125875,11,-1,147.64,-71.2216,74.9396,105.4,0.895091,2.33076,11,-1,92.5222,55.0771,-53.6014,51.5146,0.628156,-0.771821,-11,1,76.978,-75.4534,3.43941,14.8515,0.19538,3.09604,-11,1,158.692,62.9605,-12.5779,145.124,1.55435,-0.197178
1,94751,11,-1,86.8036,-52.3612,-13.5193,-67.8999,-1.05108,-2.88892,-11,1,164.728,21.8645,-33.7843,-159.737,-2.08726,-0.996406,-11,1,94.8825,6.86808,30.4343,89.6062,1.77718,1.34884,11,-1,25.1973,-5.9982,4.11015,-24.1253,-1.91445,2.54085
1,160543,-11,1,44.7366,-37.2547,16.8218,-18.1791,-0.431242,2.71746,11,-1,30.5844,28.9668,-9.4905,-2.50256,-0.0820081,-0.316613,11,-1,13.3192,6.57482,-10.6011,-4.66791,-0.365973,-1.01566,-11,1,5.85229,5.25216,-1.16173,-2.30532,-0.416429,-0.217685
1,187030,-11,1,109.1,-74.376,-75.7893,-25.0389,-0.233667,-2.34678,11,-1,51.8173,2.78872,-37.4468,-35.7071,-0.846231,-1.49646,11,-1,20.4853,4.71661,18.258,8.0029,0.412586,1.31799,-11,1,26.8503,4.62732,-15.2899,-21.5812,-1.10914,-1.27692
1,71380,-11,1,38.6966,38.5406,3.42839,0.539976,0.013955,0.0887217,-11,1,37.5365,-35.1489,-10.2511,8.27417,0.224108,-2.85782,11,-1,10.6619,2.20267,10.1192,2.53495,0.242396,1.35647,11,-1,2.431,-1.8355,1.5439,-0.396325,-0.164498,2.44227
